paper_id,route_id,route_node_id,target_entity_id,target_material,route_role,material_provenance,process_summary,normalized_tags,precursors,solvents,polymer_components,additives,final_form,step_count,step_types,steps_json,confidence,title,doi,year,journal,source_json
610-Heterogeneous_double-layered_hybrid_solid_electrolyte_with_a_concentration-gradient_structure_for_high-performance_all-solid-state_lithium_b,route_membrane_slhse,route:610-Heterogeneous_double-layered_hybrid_solid_electrolyte_with_a_concentration-gradient_structure_for_high-performance_all-solid-state_lithium_b:route_membrane_slhse,E4,SLHSE,membrane_preparation,lab_synthesis,One-step casting of PVDF-HFP with 5 wt% LALZO and 7.5 wt% LTPO.,solution_casting,PVDF-HFP; LiTFSI; LALZO; LTPO,DMAc,PVDF-HFP,,membrane,1,casting_drying,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""SLHSE was fabricated via one-step casting using a PVDF-HFP solution containing both LTPO and LALZO.""], ""heating_rate"": null, ""notes"": ""One-step method"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""casting_drying""]",0.9,Heterogeneous double-layered hybrid solid electrolyte with a concentration-gradient structure for high-performance all-solid-state lithium batteries,,,,信息提取结果/610-Heterogeneous_double-layered_hybrid_solid_electrolyte_with_a_concentration-gradient_structure_for_high-performance_all-solid-state_lithium_b/sse_extraction.json
610-Heterogeneous_double-layered_hybrid_solid_electrolyte_with_a_concentration-gradient_structure_for_high-performance_all-solid-state_lithium_b,route_membrane_hphse,route:610-Heterogeneous_double-layered_hybrid_solid_electrolyte_with_a_concentration-gradient_structure_for_high-performance_all-solid-state_lithium_b:route_membrane_hphse,E5,HPHSE,membrane_preparation,lab_synthesis,Hot-pressing of LTPO 15% HSE and LALZO 10% HSE layers.,hot_pressing,LTPO 15% HSE; LALZO 10% HSE,,,,membrane,1,hot_pressing,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""HPHSE was fabricated by hot-pressing the LTPO 15% HSE (bottom layer) and LALZO 10% HSE (top layer) under 200 bars at 50 °C for 3 h.""], ""heating_rate"": null, ""notes"": ""Stacked layers"", ""pressure"": ""200 bars"", ""step_index"": 1, ""temperature"": ""50 °C"", ""time"": ""3 h"", ""type"": ""hot_pressing""]",0.95,Heterogeneous double-layered hybrid solid electrolyte with a concentration-gradient structure for high-performance all-solid-state lithium batteries,,,,信息提取结果/610-Heterogeneous_double-layered_hybrid_solid_electrolyte_with_a_concentration-gradient_structure_for_high-performance_all-solid-state_lithium_b/sse_extraction.json
611-Ultra-homogeneous_dense_Ag_nano_layer_enables_long_lifespan_solid-state_lithium_metal_batteries,route_1,route:611-Ultra-homogeneous_dense_Ag_nano_layer_enables_long_lifespan_solid-state_lithium_metal_batteries:route_1,E1,PEO/SN based SPE,electrolyte_synthesis,lab_synthesis,"Solution casting of PEO, LiTFSI, and SN in acetonitrile, followed by drying.",drying; liquid_phase_synthesis; solution_casting,LiTFSI; PEO; Succinonitrile; Acetonitrile,Acetonitrile,PEO,Succinonitrile,film,3,casting_drying; dissolution_mixing; mixing,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""0.196 g of LiTFSI (99%, Aladdin) was added to 10 mL of anhydrous acetonitrile (99.8%, Aladdin) and stirred at 400 r min ^-1 for 10 min. Subsequently, 0.600 g of PEO ( M_w = 600,000 , Aladdin) and 0.273 g of SN (99%, Aladdin) were introduced with continuously stirring for 24 h at 60 °C and 400 r min ^-1 . After that, the homogeneous slurry was slowly poured into PTFE petri dishes and dried in a blast oven at 55 °C for 48 h. PEO/SN-based SPEs were finally obtained.""], ""heating_rate"": null, ""notes"": ""LiTFSI in acetonitrile"", ""pressure"": null, ""step_index"": 1, ""temperature"": ""400 r min^-1 stirring"", ""time"": ""10 min"", ""type"": ""dissolution_mixing"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""0.196 g of LiTFSI (99%, Aladdin) was added to 10 mL of anhydrous acetonitrile (99.8%, Aladdin) and stirred at 400 r min ^-1 for 10 min. Subsequently, 0.600 g of PEO ( M_w = 600,000 , Aladdin) and 0.273 g of SN (99%, Aladdin) were introduced with continuously stirring for 24 h at 60 °C and 400 r min ^-1 . After that, the homogeneous slurry was slowly poured into PTFE petri dishes and dried in a blast oven at 55 °C for 48 h. PEO/SN-based SPEs were finally obtained.""], ""heating_rate"": null, ""notes"": ""Addition of PEO and SN, stirring at 400 r min^-1"", ""pressure"": null, ""step_index"": 2, ""temperature"": ""60 °C"", ""time"": ""24 h"", ""type"": ""mixing"", ""atmosphere"": ""blast oven"", ""cooling_rate"": null, ""equipment"": ""PTFE petri dishes"", ""evidence"": [""the homogeneous slurry was slowly poured into PTFE petri dishes and dried in a blast oven at 55 °C for 48 h.""], ""heating_rate"": null, ""notes"": ""Slurry poured into dishes and dried"", ""pressure"": null, ""step_index"": 3, ""temperature"": ""55 °C"", ""time"": ""48 h"", ""type"": ""casting_drying""]",0.95,Ultra-homogeneous dense Ag nano layer enables long lifespan solid-state lithium metal batteries,,2024,,信息提取结果/611-Ultra-homogeneous_dense_Ag_nano_layer_enables_long_lifespan_solid-state_lithium_metal_batteries/sse_extraction.json
611-Ultra-homogeneous_dense_Ag_nano_layer_enables_long_lifespan_solid-state_lithium_metal_batteries,route_2,route:611-Ultra-homogeneous_dense_Ag_nano_layer_enables_long_lifespan_solid-state_lithium_metal_batteries:route_2,E2,Ag nano layer on SPE,coating_or_interface,lab_synthesis,Magnetron sputtering of Ag onto PEO/SN SPE film.,coating; film_casting; magnetron_sputtering; physical_vapor_deposition,Ag targets,,,,thin film coating,1,magnetron_sputtering,"[""atmosphere"": ""Argon"", ""cooling_rate"": null, ""equipment"": ""magnetron sputtering instrument"", ""evidence"": [""The process parameters for magnetron sputtering were set: argon atmosphere pressure of 0.7 Pa, sample stage speed of 20 r min ^-1 , sputtering time of 10 s and the chamber temperature of 30-40 °C.""], ""heating_rate"": null, ""notes"": ""Sample stage speed 20 r min^-1"", ""pressure"": ""0.7 Pa"", ""step_index"": 1, ""temperature"": ""30-40 °C"", ""time"": ""10 s"", ""type"": ""magnetron_sputtering""]",0.95,Ultra-homogeneous dense Ag nano layer enables long lifespan solid-state lithium metal batteries,,2024,,信息提取结果/611-Ultra-homogeneous_dense_Ag_nano_layer_enables_long_lifespan_solid-state_lithium_metal_batteries/sse_extraction.json
614-Unveiling_the_effect_law_of_carbon_dots_with_polyfunctional_groups_on_interface_structure_and_ion_migration_in_polymer_electrolytes_for_soli,route_nsfcds,route:614-Unveiling_the_effect_law_of_carbon_dots_with_polyfunctional_groups_on_interface_structure_and_ion_migration_in_polymer_electrolytes_for_soli:route_nsfcds,,NSFCDs,precursor_synthesis,lab_synthesis,"Synthesis of N,S,F-doped carbon dots via aldol condensation and cross-linking of acetaldehyde, L-cysteine, and p-fluorobenzaldehyde under strong alkaline conditions.",coating; condensation_reaction; hydrothermal,Acetaldehyde; L-cysteine; p-fluorobenzaldehyde,,,,powder/dispersion,1,reaction,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""NSFCDs were synthesized according to the method described in the Supporting Information."", ""Through these complex cross-linking processes, the three reactants ultimately formed multielement doped NSFCDs under strong alkaline conditions.""], ""heating_rate"": null, ""notes"": ""Aldol condensation, dehydration, Cannizzaro reaction"", ""pressure"": null, ""step_index"": 1, ""temperature"": ""strong alkaline conditions"", ""time"": null, ""type"": ""reaction""]",0.9,Unveiling the effect law of carbon dots with polyfunctional groups on interface structure and ion migration in polymer electrolytes for solid lithium battery,10.1016/j.nanoen.2024.109623,2024,Nano Energy,信息提取结果/614-Unveiling_the_effect_law_of_carbon_dots_with_polyfunctional_groups_on_interface_structure_and_ion_migration_in_polymer_electrolytes_for_soli/sse_extraction.json
614-Unveiling_the_effect_law_of_carbon_dots_with_polyfunctional_groups_on_interface_structure_and_ion_migration_in_polymer_electrolytes_for_soli,route_spe,route:614-Unveiling_the_effect_law_of_carbon_dots_with_polyfunctional_groups_on_interface_structure_and_ion_migration_in_polymer_electrolytes_for_soli:route_spe,E1,SPE,electrolyte_synthesis,lab_synthesis,Traditional mixing of PEO and LiTFSI.,mixing; solution_casting,PEO; LiTFSI,,PEO,,film,1,mixing,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""SPE represented the traditional electrolyte composed of PEO and lithium salts.""], ""heating_rate"": null, ""notes"": ""Traditional electrolyte composed of PEO and lithium salts"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""mixing""]",0.9,Unveiling the effect law of carbon dots with polyfunctional groups on interface structure and ion migration in polymer electrolytes for solid lithium battery,10.1016/j.nanoen.2024.109623,2024,Nano Energy,信息提取结果/614-Unveiling_the_effect_law_of_carbon_dots_with_polyfunctional_groups_on_interface_structure_and_ion_migration_in_polymer_electrolytes_for_soli/sse_extraction.json
614-Unveiling_the_effect_law_of_carbon_dots_with_polyfunctional_groups_on_interface_structure_and_ion_migration_in_polymer_electrolytes_for_soli,route_pda,route:614-Unveiling_the_effect_law_of_carbon_dots_with_polyfunctional_groups_on_interface_structure_and_ion_migration_in_polymer_electrolytes_for_soli:route_pda,E2,PDA,electrolyte_synthesis,lab_synthesis,"Free radical polymerization of PEO, PEGDA, and LiTFSI under UV irradiation.",free_radical_polymerization; uv_curing,PEO; PEGDA; LiTFSI,anhydrous acetonitrile,PEO; PEGDA,photo-initiators,film,2,mixing; uv_curing,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""NSFCDs can be well dispersed in anhydrous acetonitrile""], ""heating_rate"": null, ""notes"": ""Dissolved in anhydrous acetonitrile"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""mixing"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""UV light"", ""evidence"": [""we proposed a crosslinking reaction process with PEGDA in the presence of photo-initiators (Fig. 2a)."", ""confirming the occurrence of polymerization reaction.""], ""heating_rate"": null, ""notes"": ""Free radical polymerization"", ""pressure"": null, ""step_index"": 2, ""temperature"": null, ""time"": null, ""type"": ""uv_curing""]",0.95,Unveiling the effect law of carbon dots with polyfunctional groups on interface structure and ion migration in polymer electrolytes for solid lithium battery,10.1016/j.nanoen.2024.109623,2024,Nano Energy,信息提取结果/614-Unveiling_the_effect_law_of_carbon_dots_with_polyfunctional_groups_on_interface_structure_and_ion_migration_in_polymer_electrolytes_for_soli/sse_extraction.json
614-Unveiling_the_effect_law_of_carbon_dots_with_polyfunctional_groups_on_interface_structure_and_ion_migration_in_polymer_electrolytes_for_soli,route_pdacds,route:614-Unveiling_the_effect_law_of_carbon_dots_with_polyfunctional_groups_on_interface_structure_and_ion_migration_in_polymer_electrolytes_for_soli:route_pdacds,E3,PDACDs,electrolyte_synthesis,lab_synthesis,"Free radical polymerization of PEO, PEGDA, NSFCDs (3 wt%), and LiTFSI under UV irradiation.",composite; free_radical_polymerization; uv_curing,PEO; PEGDA; NSFCDs; LiTFSI,anhydrous acetonitrile,PEO; PEGDA,NSFCDs; photo-initiators,film,2,mixing; uv_curing,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""NSFCDs can be well dispersed in anhydrous acetonitrile""], ""heating_rate"": null, ""notes"": ""Dispersed in anhydrous acetonitrile"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""mixing"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""UV light"", ""evidence"": [""NSFCDs acted as cross-linking centers and ultimately formed interwoven polymer networks."", ""confirming the occurrence of polymerization reaction.""], ""heating_rate"": null, ""notes"": ""Free radical polymerization with NSFCDs as cross-linking centers"", ""pressure"": null, ""step_index"": 2, ""temperature"": null, ""time"": null, ""type"": ""uv_curing""]",0.95,Unveiling the effect law of carbon dots with polyfunctional groups on interface structure and ion migration in polymer electrolytes for solid lithium battery,10.1016/j.nanoen.2024.109623,2024,Nano Energy,信息提取结果/614-Unveiling_the_effect_law_of_carbon_dots_with_polyfunctional_groups_on_interface_structure_and_ion_migration_in_polymer_electrolytes_for_soli/sse_extraction.json
617-Preparation_and_performances_of_gallium-doped_LLZO_electrolyte_with_high_ionic_conductivity_by_rapid_ultra-high-temperature_sintering,route_1,route:617-Preparation_and_performances_of_gallium-doped_LLZO_electrolyte_with_high_ionic_conductivity_by_rapid_ultra-high-temperature_sintering:route_1,,Li6.25Ga0.25La3Zr2O12 powder,precursor_synthesis,lab_synthesis,"Solid-state reaction: ball milling of LiOH·H2O, Ga2O3, La2O3, ZrO2, drying, and calcination at 900 °C.",ball_milling; calcination; mechanical_milling; solid_state_reaction,LiOH·H2O; Ga2O3; La2O3; ZrO2,isopropanol,,,powder,4,ball_milling; calcination; drying,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""Zirconia-ball-grinding tank mill"", ""evidence"": [""The mixture was fully ball-milled in Zirconia-ball-grinding tank mill with isopropanol as solvent at 500 rpm for 12 h.""], ""heating_rate"": null, ""notes"": ""500 rpm"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": ""12 h"", ""type"": ""ball_milling"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""oven"", ""evidence"": [""The ball-milled slurry was transferred to oven for drying""], ""heating_rate"": null, ""notes"": null, ""pressure"": null, ""step_index"": 2, ""temperature"": null, ""time"": null, ""type"": ""drying"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""MgO crucibles"", ""evidence"": [""calcined in MgO crucibles for 6 h. The calcination temperature was set to be 850 °C and 900 °C, respectively."", ""The powders obtained under 900 °C calcination were ground again""], ""heating_rate"": null, ""notes"": ""Calcination at 850 and 900 tested; 900 selected for pure phase"", ""pressure"": null, ""step_index"": 3, ""temperature"": ""900 °C"", ""time"": ""6 h"", ""type"": ""calcination"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""ground again at the speed of 400 rpm for 14 h""], ""heating_rate"": null, ""notes"": ""400 rpm"", ""pressure"": null, ""step_index"": 4, ""temperature"": null, ""time"": ""14 h"", ""type"": ""ball_milling""]",0.95,Preparation and performances of gallium-doped LLZO electrolyte with high ionic conductivity by rapid ultra-high-temperature sintering,,2022,,信息提取结果/617-Preparation_and_performances_of_gallium-doped_LLZO_electrolyte_with_high_ionic_conductivity_by_rapid_ultra-high-temperature_sintering/sse_extraction.json
617-Preparation_and_performances_of_gallium-doped_LLZO_electrolyte_with_high_ionic_conductivity_by_rapid_ultra-high-temperature_sintering,route_2_optimal,route:617-Preparation_and_performances_of_gallium-doped_LLZO_electrolyte_with_high_ionic_conductivity_by_rapid_ultra-high-temperature_sintering:route_2_optimal,E1,"Ga-LLZO ceramic (1200 °C, 2 min)",electrolyte_synthesis,lab_synthesis,Uniaxial pressing at 300 MPa followed by RUHTS sintering at 1200 °C for 2 min without mother powder.,cold_pressing; rapid_sintering; sintering; uniaxial_pressing,Ga-LLZO powder,,,,ceramic pellet,2,cold_pressing; sintering,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""uniaxial mold (15 mm diameter)"", ""evidence"": [""pressed into a green pellet under a pressure of 300 MPa""], ""heating_rate"": null, ""notes"": null, ""pressure"": ""300 MPa"", ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""cold_pressing"", ""atmosphere"": ""Air (implied by no special atmosphere mentioned, MgO crucible used)"", ""cooling_rate"": ""10 °C/min"", ""equipment"": ""fast-heating resistance furnace"", ""evidence"": [""sintered with four strategies: 1200\\ ^\\circC \times 2\\ min "", ""The heating rate was set to be 50\\ ^\\circC/min , while the cooling speed was 10\\ ^\\circC/min ."", ""During all sintering processes, none mother powder was added.""], ""heating_rate"": ""50 °C/min"", ""notes"": ""No mother powder added"", ""pressure"": null, ""step_index"": 2, ""temperature"": ""1200 °C"", ""time"": ""2 min"", ""type"": ""sintering""]",0.98,Preparation and performances of gallium-doped LLZO electrolyte with high ionic conductivity by rapid ultra-high-temperature sintering,,2022,,信息提取结果/617-Preparation_and_performances_of_gallium-doped_LLZO_electrolyte_with_high_ionic_conductivity_by_rapid_ultra-high-temperature_sintering/sse_extraction.json
617-Preparation_and_performances_of_gallium-doped_LLZO_electrolyte_with_high_ionic_conductivity_by_rapid_ultra-high-temperature_sintering,route_2_1200_10min,route:617-Preparation_and_performances_of_gallium-doped_LLZO_electrolyte_with_high_ionic_conductivity_by_rapid_ultra-high-temperature_sintering:route_2_1200_10min,E2,"Ga-LLZO ceramic (1200 °C, 10 min)",electrolyte_synthesis,lab_synthesis,Uniaxial pressing at 300 MPa followed by RUHTS sintering at 1200 °C for 10 min.,cold_pressing; sintering; uniaxial_pressing,Ga-LLZO powder,,,,ceramic pellet,2,cold_pressing; sintering,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""uniaxial mold"", ""evidence"": [""pressed into a green pellet under a pressure of 300 MPa""], ""heating_rate"": null, ""notes"": null, ""pressure"": ""300 MPa"", ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""cold_pressing"", ""atmosphere"": null, ""cooling_rate"": ""10 °C/min"", ""equipment"": ""fast-heating resistance furnace"", ""evidence"": ["" 1200\\ ^\\circC \times 10\\ min ""], ""heating_rate"": ""50 °C/min"", ""notes"": ""No mother powder"", ""pressure"": null, ""step_index"": 2, ""temperature"": ""1200 °C"", ""time"": ""10 min"", ""type"": ""sintering""]",0.95,Preparation and performances of gallium-doped LLZO electrolyte with high ionic conductivity by rapid ultra-high-temperature sintering,,2022,,信息提取结果/617-Preparation_and_performances_of_gallium-doped_LLZO_electrolyte_with_high_ionic_conductivity_by_rapid_ultra-high-temperature_sintering/sse_extraction.json
617-Preparation_and_performances_of_gallium-doped_LLZO_electrolyte_with_high_ionic_conductivity_by_rapid_ultra-high-temperature_sintering,route_2_1150_30min,route:617-Preparation_and_performances_of_gallium-doped_LLZO_electrolyte_with_high_ionic_conductivity_by_rapid_ultra-high-temperature_sintering:route_2_1150_30min,E3,"Ga-LLZO ceramic (1150 °C, 30 min)",electrolyte_synthesis,lab_synthesis,Uniaxial pressing at 300 MPa followed by RUHTS sintering at 1150 °C for 30 min.,cold_pressing; sintering; uniaxial_pressing,Ga-LLZO powder,,,,ceramic pellet,2,cold_pressing; sintering,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""uniaxial mold"", ""evidence"": [""pressed into a green pellet under a pressure of 300 MPa""], ""heating_rate"": null, ""notes"": null, ""pressure"": ""300 MPa"", ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""cold_pressing"", ""atmosphere"": null, ""cooling_rate"": ""10 °C/min"", ""equipment"": ""fast-heating resistance furnace"", ""evidence"": ["" 1150\\ ^\\circC \times 30\\ min ""], ""heating_rate"": ""50 °C/min"", ""notes"": ""No mother powder"", ""pressure"": null, ""step_index"": 2, ""temperature"": ""1150 °C"", ""time"": ""30 min"", ""type"": ""sintering""]",0.95,Preparation and performances of gallium-doped LLZO electrolyte with high ionic conductivity by rapid ultra-high-temperature sintering,,2022,,信息提取结果/617-Preparation_and_performances_of_gallium-doped_LLZO_electrolyte_with_high_ionic_conductivity_by_rapid_ultra-high-temperature_sintering/sse_extraction.json
617-Preparation_and_performances_of_gallium-doped_LLZO_electrolyte_with_high_ionic_conductivity_by_rapid_ultra-high-temperature_sintering,route_2_1100_60min,route:617-Preparation_and_performances_of_gallium-doped_LLZO_electrolyte_with_high_ionic_conductivity_by_rapid_ultra-high-temperature_sintering:route_2_1100_60min,E4,"Ga-LLZO ceramic (1100 °C, 60 min)",electrolyte_synthesis,lab_synthesis,Uniaxial pressing at 300 MPa followed by RUHTS sintering at 1100 °C for 60 min.,cold_pressing; sintering; uniaxial_pressing,Ga-LLZO powder,,,,ceramic pellet,2,cold_pressing; sintering,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""uniaxial mold"", ""evidence"": [""pressed into a green pellet under a pressure of 300 MPa""], ""heating_rate"": null, ""notes"": null, ""pressure"": ""300 MPa"", ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""cold_pressing"", ""atmosphere"": null, ""cooling_rate"": ""10 °C/min"", ""equipment"": ""fast-heating resistance furnace"", ""evidence"": ["" 1100\\ ^\\circC \times 60\\ min ""], ""heating_rate"": ""50 °C/min"", ""notes"": ""No mother powder"", ""pressure"": null, ""step_index"": 2, ""temperature"": ""1100 °C"", ""time"": ""60 min"", ""type"": ""sintering""]",0.95,Preparation and performances of gallium-doped LLZO electrolyte with high ionic conductivity by rapid ultra-high-temperature sintering,,2022,,信息提取结果/617-Preparation_and_performances_of_gallium-doped_LLZO_electrolyte_with_high_ionic_conductivity_by_rapid_ultra-high-temperature_sintering/sse_extraction.json
618-Functional_ternary_salt_construction_enabling_an_in-situ_Li3N_LiF-enriched_interface_for_ultra-stable_all-solid-state_lithium_metal_batterie,route_1,route:618-Functional_ternary_salt_construction_enabling_an_in-situ_Li3N_LiF-enriched_interface_for_ultra-stable_all-solid-state_lithium_metal_batterie:route_1,E1,PEO-LiTFSI-LiFSI-LiNO3 film,electrolyte_synthesis,lab_synthesis,"Solution casting of PEO, LiTFSI, LiFSI, and LiNO3 in DMF, followed by drying.",drying; film_casting; liquid_phase_synthesis; solution_casting,PEO; LiTFSI; LiFSI; LiNO3; DMF,DMF,PEO,LiTFSI; LiFSI; LiNO3,film,2,film_formation; mixing,"[""atmosphere"": ""Ar"", ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""0.44 g of PEO and 0.16 g of LiTFSI were added to 11.4 g of DMF and stirred in Ar atmosphere at 60 °C for 12 h""], ""heating_rate"": null, ""notes"": ""Stirring in Ar atmosphere"", ""pressure"": null, ""step_index"": 1, ""temperature"": ""60 °C"", ""time"": ""12 h"", ""type"": ""mixing"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""The optical photograph of the as-prepared film PEO-LiTFSI-LiFSI-LiNO₃ shows that translucent, mechanically stable, flexible, and self-standing membrane was successfully prepared""], ""heating_rate"": null, ""notes"": ""Solution casting implied by 'film' and 'DMF'"", ""pressure"": null, ""step_index"": 2, ""temperature"": null, ""time"": null, ""type"": ""film_formation""]",0.85,Functional ternary salt construction enabling an in-situ Li_3N/LiF -enriched interface for ultra-stable all-solid-state lithium metal batteries,,2024,,信息提取结果/618-Functional_ternary_salt_construction_enabling_an_in-situ_Li3N_LiF-enriched_interface_for_ultra-stable_all-solid-state_lithium_metal_batterie/sse_extraction.json
619-Constructing_a_PVDF-based_composite_solid-state_electrolyte_with_high_ionic_conductivity_Li6.5La3Zr1.5Ta0.1Nb0.4O12_for_lithium_metal_batter,route_1,route:619-Constructing_a_PVDF-based_composite_solid-state_electrolyte_with_high_ionic_conductivity_Li6.5La3Zr1.5Ta0.1Nb0.4O12_for_lithium_metal_batter:route_1,,LLZTNO powder,precursor_synthesis,lab_synthesis,Solid-state synthesis of Li6.5La3Zr1.5Ta0.1Nb0.4O12 via ball milling and calcination.,ball_milling; calcination; mechanical_milling; solid_state_reaction,LiOH; La2O3; Ta2O5; Nb2O5; ZrO2,Ethanol,,,powder,3,ball_milling; calcination; grinding_and_sieving,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""zirconia balls"", ""evidence"": [""were mixed and ball-milled in ethanol with zirconia balls for 6 h""], ""heating_rate"": null, ""notes"": ""mixed in ethanol"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": ""6 h"", ""type"": ""ball_milling"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""zirconia crucible"", ""evidence"": [""heated from 25 °C to 1150 °C at a heating rate of 2.5 °C/min and held at 1150 °C for 6 h""], ""heating_rate"": ""2.5 °C/min"", ""notes"": ""heated from 25 °C to 1150 °C"", ""pressure"": null, ""step_index"": 2, ""temperature"": ""1150 °C"", ""time"": ""6 h"", ""type"": ""calcination"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""mortar and pestle"", ""evidence"": [""ground in a mortar using a pestle for 0.5 h, followed by sieving to obtain a uniform size of ~1 μm""], ""heating_rate"": null, ""notes"": ""sieving to obtain ~1 μm size"", ""pressure"": null, ""step_index"": 3, ""temperature"": null, ""time"": ""0.5 h"", ""type"": ""grinding_and_sieving""]",0.95,Constructing a PVDF-based composite solid-state electrolyte with high ionic conductivity Li6.5La3Zr1.5Ta0.1Nb0.4O12 for lithium metal battery,10.1016/j.jpowsour.2023.232849,2023,Journal of Power Sources,信息提取结果/619-Constructing_a_PVDF-based_composite_solid-state_electrolyte_with_high_ionic_conductivity_Li6.5La3Zr1.5Ta0.1Nb0.4O12_for_lithium_metal_batter/sse_extraction.json
619-Constructing_a_PVDF-based_composite_solid-state_electrolyte_with_high_ionic_conductivity_Li6.5La3Zr1.5Ta0.1Nb0.4O12_for_lithium_metal_batter,route_2,route:619-Constructing_a_PVDF-based_composite_solid-state_electrolyte_with_high_ionic_conductivity_Li6.5La3Zr1.5Ta0.1Nb0.4O12_for_lithium_metal_batter:route_2,E1,PVDF LLZTNO 10% CSSE,electrolyte_synthesis,lab_synthesis,"Solution casting of PVDF, LiFSI, and 10% LLZTNO in DMF.",drying; liquid_phase_synthesis; solution_casting,PVDF; LiFSI; LLZTNO,DMF,PVDF,LLZTNO,membrane,2,casting_and_drying; dissolution_and_stirring,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""mechanical stirrer"", ""evidence"": [""The composite solid-state electrolyte was fabricated via a solution casting method. First, PVDF and LiFSI were dissolved in anhydrous DMF with a weight ratio of 3:2. After stirring the mixture for 1 h, we added 10% LLZTNO powders (with respect to PVDF, mass ratio) into the solution. This solution was mechanically stirred for an extra 12 h before casting in a Petri dish and dried in a blast oven for 23 h at 60 °C to obtain the PVDF-LLZTNO 10% membrane. The PVDF membrane was prepared using the above method without adding LLZTNO fillers. All the membranes were transferred to the glove box and stored for over 12 h before use. The diameter and thickness of membranes are 19 mm and around 100 \\pm 5 \\mu m , respectively.""], ""heating_rate"": null, ""notes"": ""PVDF and LiFSI dissolved first, then LLZTNO added"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": ""1 h + 12 h"", ""type"": ""dissolution_and_stirring"", ""atmosphere"": ""blast oven"", ""cooling_rate"": null, ""equipment"": ""Petri dish"", ""evidence"": [""casting in a Petri dish and dried in a blast oven for 23 h at 60 °C""], ""heating_rate"": null, ""notes"": ""cast in Petri dish"", ""pressure"": null, ""step_index"": 2, ""temperature"": ""60 °C"", ""time"": ""23 h"", ""type"": ""casting_and_drying""]",0.95,Constructing a PVDF-based composite solid-state electrolyte with high ionic conductivity Li6.5La3Zr1.5Ta0.1Nb0.4O12 for lithium metal battery,10.1016/j.jpowsour.2023.232849,2023,Journal of Power Sources,信息提取结果/619-Constructing_a_PVDF-based_composite_solid-state_electrolyte_with_high_ionic_conductivity_Li6.5La3Zr1.5Ta0.1Nb0.4O12_for_lithium_metal_batter/sse_extraction.json
